Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1834,2020-07-31,Production Technician II,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,1978-09-13,MA,Female,White,Divorced,Needs Improvement,3,2022-08-12,4,5,1,2023-03-11,Technical Skills,Internal,Incomplete,1,845.82,42
1835,2021-09-10,Production Technician II,EW,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,1982-11-25,MA,Female,Asian,Single,Needs Improvement,3,2023-11-04,5,2,2,2023-03-01,Communication Skills,Internal,Passed,4,727.9,39
1836,2019-06-19,Production Technician II,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,1971-01-14,MA,Male,Hispanic,Divorced,Needs Improvement,3,2022-06-10,1,4,3,2023-07-21,Project Management,Internal,Incomplete,1,760.41,48
1837,2021-08-16,Production Technician II,NEL,Active,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,1975-06-17,MA,Female,Asian,Divorced,Needs Improvement,3,2023-01-01,1,3,3,2023-07-25,Project Management,Internal,Incomplete,5,567.74,46
1838,2019-07-08,Production Technician I,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,1958-09-16,MA,Female,White,Widowed,Exceeds,3,2023-01-07,2,1,1,2023-01-14,Communication Skills,External,Incomplete,5,582.7,61
1839,2021-08-17,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,People Services,1968-03-29,MA,Female,Other,Single,Exceeds,3,2023-04-28,3,3,3,2022-08-16,Leadership Development,External,Incomplete,2,645.16,53
1840,2021-01-08,Production Technician I,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,1969-07-08,MA,Female,Hispanic,Single,Exceeds,3,2022-08-24,5,1,4,2023-03-07,Project Management,External,Passed,5,310.44,52
1841,2018-08-14,Production Technician I,NEL,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,1958-10-19,MA,Female,Hispanic,Widowed,Exceeds,3,2023-03-30,3,5,3,2022-08-13,Communication Skills,External,Failed,4,683.42,60
1842,2021-07-30,Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,1998-10-05,MA,Male,Asian,Divorced,Exceeds,3,2022-07-12,1,4,4,2023-07-19,Communication Skills,Internal,Completed,3,129.49,23
1843,2023-04-08,Production Technician I,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Engineers,1963-12-01,MA,Male,Hispanic,Married,Needs Improvement,3,2023-07-31,1,5,4,2022-11-11,Project Management,External,Incomplete,5,349.46,60
1844,2019-09-11,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,1964-11-23,MA,Female,Other,Single,Exceeds,3,2022-12-20,2,1,4,2022-08-19,Project Management,Internal,Failed,5,668.2,55
1845,2020-03-05,Production Technician I,SVG,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,1941-12-23,MA,Female,Black,Single,Needs Improvement,3,2023-06-18,1,2,5,2022-12-31,Customer Service,External,Passed,5,409.99,79
1846,2019-12-02,Production Technician I,EW,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,1946-11-24,MA,Male,Black,Single,Needs Improvement,3,2023-06-21,5,4,1,2023-04-25,Communication Skills,Internal,Passed,4,964.4,73
1847,2022-12-03,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Project Management - Con,2000-10-16,MA,Male,Other,Divorced,Needs Improvement,3,2022-11-23,5,2,3,2023-02-14,Leadership Development,External,Completed,1,777.95,22
1848,2021-12-23,Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Production       ,Engineers,2000-10-17,MA,Male,Black,Divorced,PIP,3,2023-10-04,2,4,5,2023-02-15,Communication Skills,Internal,Completed,5,816.07,21
1849,2022-01-28,Production Technician I,PYZ,Active,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,1960-05-28,MA,Female,Hispanic,Divorced,PIP,3,2022-09-20,2,4,4,2023-06-04,Leadership Development,External,Passed,4,332.12,62
1850,2019-12-15,Production Technician I,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,1996-10-23,MA,Female,White,Married,PIP,3,2023-09-05,3,1,2,2023-05-02,Communication Skills,Internal,Completed,1,950.45,23
1851,2021-11-11,Production Technician I,NEL,Terminated,Full-Time,Zone B,Temporary,Production       ,General - Con,1967-10-29,MA,Female,Hispanic,Single,PIP,3,2023-01-03,1,1,4,2022-09-04,Communication Skills,External,Passed,4,997.13,54
1852,2019-02-15,Production Technician I,PL,Terminated,Full-Time,Zone A,Part-Time,Production       ,General - Con,1981-10-18,MA,Female,Black,Single,PIP,3,2023-02-05,3,4,1,2022-10-16,Customer Service,Internal,Completed,1,917.56,38
1853,2022-03-31,Production Technician II,PYZ,Active,Contract,Zone B,Temporary,Production       ,Wireline Construction,1957-12-24,MA,Female,Other,Divorced,PIP,3,2022-08-27,4,3,5,2022-08-10,Project Management,External,Failed,4,220.2,65
1854,2020-10-25,Production Technician II,WBL,Active,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),1962-08-29,MA,Female,Asian,Married,PIP,3,2023-07-29,1,2,5,2023-05-18,Technical Skills,External,Failed,1,837.64,58
1855,2022-07-25,Production Technician II,NEL,Terminated,Part-Time,Zone B,Part-Time,Production       ,General - Con,1947-05-19,MA,Male,Other,Married,Exceeds,3,2023-01-31,3,3,3,2022-08-30,Technical Skills,External,Incomplete,2,648.72,75
1856,2021-08-02,Production Technician II,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1972-09-19,MA,Female,Black,Widowed,Exceeds,3,2023-03-14,2,3,3,2023-07-04,Leadership Development,External,Failed,4,687.77,49
1857,2021-11-13,Production Technician II,BPC,Terminated,Contract,Zone C,Temporary,Production       ,Billable Consultants,1956-04-06,MA,Male,Other,Divorced,Exceeds,3,2022-08-21,1,4,1,2023-06-14,Project Management,External,Incomplete,5,278.62,65
1858,2019-05-07,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,1988-02-20,MA,Female,Asian,Widowed,Exceeds,3,2022-10-26,2,4,1,2022-12-16,Technical Skills,External,Failed,5,568.57,31
1859,2020-12-31,Production Technician I,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1982-12-14,MA,Female,Hispanic,Married,Exceeds,3,2023-02-17,4,2,5,2022-10-07,Technical Skills,Internal,Completed,4,764.64,38
1860,2019-12-10,Production Technician I,WBL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,2000-09-06,MA,Female,Asian,Divorced,Exceeds,3,2023-03-21,1,4,3,2022-08-20,Project Management,External,Passed,3,551.45,19
1861,2020-06-11,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,1951-11-11,MA,Male,Black,Widowed,Exceeds,3,2022-09-22,1,2,4,2023-06-18,Customer Service,Internal,Completed,2,849.52,69
1862,2021-08-30,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,1985-03-25,MA,Male,Other,Single,Exceeds,3,2023-11-03,5,4,4,2022-12-21,Communication Skills,Internal,Incomplete,1,180.61,36
1863,2019-11-04,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,1987-09-18,MA,Female,Other,Single,Exceeds,3,2023-04-07,5,2,2,2023-06-21,Communication Skills,Internal,Passed,3,559.52,32
1864,2023-06-03,Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1972-05-26,MA,Female,Hispanic,Married,Exceeds,3,2022-10-12,3,2,1,2022-08-06,Project Management,Internal,Completed,4,850.57,51
1865,2021-02-14,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1969-05-24,MA,Female,Asian,Single,Exceeds,3,2023-12-01,1,3,4,2022-11-13,Project Management,Internal,Completed,3,802.75,52
1866,2023-02-28,Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1980-05-22,MA,Male,Asian,Divorced,Exceeds,3,2022-12-10,3,5,2,2023-04-22,Customer Service,External,Completed,3,587.63,43
1867,2021-01-09,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,1942-01-11,MA,Male,Asian,Divorced,Needs Improvement,3,2023-08-05,1,5,2,2023-05-04,Project Management,External,Passed,3,114.45,79
1868,2022-03-22,Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,2000-11-28,MA,Male,Black,Single,Needs Improvement,3,2023-02-26,5,3,3,2023-03-27,Leadership Development,Internal,Completed,4,599.79,22
1869,2019-11-11,Production Technician I,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Catv,1982-01-25,MA,Female,Asian,Married,Exceeds,3,2022-08-31,1,2,3,2022-12-23,Customer Service,Internal,Failed,3,280.46,37
1870,2022-10-04,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Engineers,1992-03-31,MA,Female,Hispanic,Married,Fully Meets,3,2022-09-13,2,5,3,2022-12-25,Communication Skills,External,Incomplete,3,969.98,30
1871,2021-08-23,Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,1996-09-08,MA,Female,White,Widowed,Fully Meets,3,2022-12-12,1,4,3,2023-07-03,Customer Service,Internal,Failed,4,643.07,25
1872,2022-12-05,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1972-12-21,MA,Female,Hispanic,Married,Fully Meets,3,2023-04-17,1,2,5,2023-07-04,Leadership Development,Internal,Incomplete,4,299.55,50
1873,2019-07-20,Production Technician II,BPC,Active,Contract,Zone C,Temporary,Production       ,Engineers,1960-01-23,MA,Female,Black,Married,Fully Meets,3,2022-08-14,5,2,3,2023-03-02,Technical Skills,External,Incomplete,3,373.67,59
1874,2021-11-05,Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Technology / It,1960-08-12,MA,Male,Asian,Widowed,Fully Meets,3,2023-04-05,2,4,4,2022-12-25,Leadership Development,Internal,Passed,1,902.01,61
1875,2021-01-04,Production Technician II,EW,Terminated,Full-Time,Zone C,Full-Time,Production       ,General - Con,1953-01-08,MA,Male,Other,Single,Fully Meets,3,2023-05-08,3,1,4,2023-03-19,Project Management,Internal,Failed,1,105.61,68
1877,2021-10-30,Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,1961-05-17,MA,Male,Asian,Married,Fully Meets,3,2022-08-09,2,3,2,2023-05-01,Technical Skills,External,Passed,1,845.17,60
1878,2022-10-02,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,2001-06-17,MA,Female,White,Single,Fully Meets,3,2023-01-13,5,3,3,2023-05-25,Technical Skills,External,Passed,5,932.44,21
1879,2018-11-25,Production Technician I,BPC,Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,1965-10-30,MA,Female,Black,Single,Fully Meets,3,2023-05-08,2,3,4,2023-04-29,Leadership Development,Internal,Passed,2,227.51,53
1880,2021-07-09,Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,1966-07-01,MA,Female,Black,Widowed,Fully Meets,3,2023-04-13,5,1,2,2022-08-10,Customer Service,Internal,Incomplete,5,785.05,55
1881,2019-05-01,Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,2000-10-14,MA,Male,Asian,Single,Fully Meets,3,2022-09-18,3,5,3,2023-06-30,Communication Skills,External,Passed,4,584.92,19
1882,2021-11-09,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Fielders,1945-06-02,MA,Female,Asian,Divorced,Fully Meets,3,2023-07-07,1,4,2,2023-04-11,Leadership Development,Internal,Incomplete,5,206.16,76
1883,2018-08-27,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,1967-03-07,MA,Female,Black,Single,Fully Meets,3,2022-09-10,3,4,2,2023-05-19,Customer Service,Internal,Failed,1,483.43,51
1884,2019-03-16,Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,2000-07-24,MA,Female,Other,Married,Fully Meets,3,2023-04-14,1,3,3,2022-09-09,Project Management,External,Incomplete,2,889.87,19
1885,2022-01-07,Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Production       ,General - Con,1984-05-23,MA,Male,Other,Married,Fully Meets,3,2022-09-14,1,2,4,2023-02-15,Customer Service,Internal,Incomplete,3,503.04,38
1886,2022-10-04,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Executive,1984-06-12,MA,Male,White,Single,Fully Meets,3,2023-01-18,3,2,5,2023-06-10,Customer Service,External,Completed,1,349.8,38
1887,2022-03-23,Production Technician I,TNS,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1997-09-13,MA,Male,White,Divorced,Fully Meets,3,2023-07-05,2,3,3,2022-12-23,Customer Service,External,Passed,4,547.76,25
1888,2020-05-05,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,1947-12-26,MA,Female,White,Married,Fully Meets,3,2023-07-23,1,5,1,2022-12-23,Technical Skills,External,Completed,2,961.68,73
1889,2020-11-23,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,General - Con,1957-02-14,MA,Female,Other,Divorced,Fully Meets,3,2022-06-10,5,4,4,2023-02-09,Leadership Development,Internal,Incomplete,1,993.76,63
1890,2022-03-28,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Splicing,1968-05-24,MA,Female,White,Widowed,Fully Meets,3,2023-12-05,1,3,2,2022-10-25,Communication Skills,Internal,Failed,2,998.32,54
1891,2020-03-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,1946-06-24,MA,Female,Hispanic,Married,Fully Meets,3,2022-12-22,2,5,2,2023-07-13,Leadership Development,External,Incomplete,1,961.55,74
1892,2018-08-07,Production Technician II,TNS,Active,Contract,Zone A,Temporary,Production       ,Aerial,1986-05-30,MA,Female,Asian,Single,Fully Meets,3,2023-11-01,3,3,3,2023-02-09,Technical Skills,External,Incomplete,3,192.73,32
1893,2020-02-11,Production Technician II,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,1976-01-28,MA,Male,White,Divorced,Fully Meets,3,2023-08-06,2,3,4,2022-09-28,Leadership Development,Internal,Completed,1,604.53,44
1894,2023-01-01,Production Technician II,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1959-05-23,MA,Male,Other,Single,Fully Meets,3,2023-01-06,3,1,5,2023-05-29,Technical Skills,External,Failed,2,144.39,64
1895,2022-12-07,Production Technician II,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,1989-01-25,MA,Female,White,Married,Fully Meets,3,2022-10-18,4,5,2,2022-09-12,Technical Skills,External,Completed,5,517.92,33
1896,2023-03-13,Production Technician II,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,1951-11-18,MA,Female,Hispanic,Married,Fully Meets,3,2023-01-17,1,1,3,2023-02-22,Customer Service,External,Completed,4,537.71,72
1897,2021-11-14,Production Technician II,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,1948-07-20,MA,Male,Asian,Divorced,Fully Meets,3,2022-05-09,2,4,5,2023-03-16,Communication Skills,External,Completed,2,491.71,73
1898,2019-06-05,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,1997-01-14,MA,Female,White,Single,Fully Meets,3,2023-07-18,4,5,5,2023-07-10,Project Management,Internal,Completed,3,673.38,22
1899,2020-12-12,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1982-06-09,MA,Female,Asian,Married,Fully Meets,3,2023-06-28,2,4,5,2023-01-29,Leadership Development,Internal,Incomplete,2,724.87,38
1900,2020-04-06,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,1960-03-22,MA,Female,Hispanic,Widowed,Fully Meets,3,2023-02-07,2,2,5,2023-04-27,Communication Skills,Internal,Passed,4,140.83,60
1901,2023-01-30,Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,1959-09-08,MA,Female,White,Divorced,Fully Meets,3,2023-06-22,4,1,5,2022-09-22,Project Management,External,Passed,1,113.47,64
1902,2020-09-08,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,1952-11-02,MA,Male,Other,Divorced,Fully Meets,3,2023-07-27,2,5,3,2023-02-24,Customer Service,External,Incomplete,1,604.93,68
1903,2020-12-14,Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1960-11-04,MA,Female,Black,Divorced,Fully Meets,3,2022-12-17,5,5,2,2023-05-27,Project Management,External,Completed,4,699.97,60
1904,2022-11-07,Production Technician I,BPC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,1982-11-10,MA,Female,Asian,Widowed,Fully Meets,3,2022-09-12,5,1,4,2022-10-20,Leadership Development,Internal,Failed,1,576.1,40
1905,2022-04-06,Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,1972-10-03,MA,Female,Asian,Married,Fully Meets,3,2023-04-15,5,2,1,2022-11-24,Leadership Development,Internal,Passed,2,958.46,50
1906,2021-02-22,Production Technician I,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1947-03-08,MA,Male,Hispanic,Widowed,Fully Meets,3,2022-12-28,1,4,5,2023-03-05,Project Management,External,Passed,5,228.41,74
1907,2022-05-16,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,1988-04-11,MA,Male,Asian,Widowed,Fully Meets,3,2023-01-18,2,4,5,2022-11-10,Technical Skills,Internal,Completed,2,203.44,34
1908,2020-01-18,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,1942-05-19,MA,Female,White,Widowed,Fully Meets,3,2023-01-26,4,2,5,2023-07-21,Project Management,External,Incomplete,2,359.08,78
1909,2021-10-21,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,1961-10-15,MA,Female,White,Widowed,Fully Meets,3,2022-11-23,3,5,2,2023-03-15,Technical Skills,Internal,Passed,3,653.23,60
1910,2019-01-05,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,General - Eng,1942-07-11,MA,Female,Hispanic,Divorced,Fully Meets,3,2022-05-11,1,4,1,2022-10-12,Customer Service,Internal,Passed,5,614.4,77
1911,2021-01-24,Production Technician I,WBL,Terminated,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,1991-12-06,MA,Female,White,Divorced,Fully Meets,3,2023-08-04,3,4,3,2022-11-12,Communication Skills,External,Passed,5,333.08,30
1912,2020-03-06,Production Technician II,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,1987-10-16,MA,Female,Asian,Married,Fully Meets,3,2023-02-04,2,5,1,2023-03-26,Leadership Development,External,Completed,1,718.38,33
1913,2022-11-19,Production Technician II,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,1972-07-26,MA,Male,White,Married,Fully Meets,3,2023-01-21,5,4,2,2023-02-02,Project Management,External,Failed,3,195.29,50
1914,2019-03-15,Production Technician II,WBL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Engineers,1981-04-04,MA,Female,Other,Married,Fully Meets,3,2023-02-23,4,4,5,2023-01-11,Leadership Development,External,Passed,2,113.43,38
1917,2019-05-29,Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,1960-03-11,MA,Female,Black,Single,Fully Meets,3,2022-10-31,5,2,3,2023-01-24,Customer Service,Internal,Incomplete,3,419.83,59
1918,2023-01-09,Production Technician I,MSC,Active,Contract,Zone B,Temporary,Production       ,Field Operations,1990-12-09,MA,Female,Black,Single,Fully Meets,3,2022-01-10,3,5,5,2023-08-03,Communication Skills,Internal,Incomplete,2,226.7,33
1919,2022-05-01,Production Technician I,TNS,Terminated,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),1990-08-15,MA,Female,Other,Widowed,Fully Meets,3,2023-05-22,2,3,3,2023-06-18,Leadership Development,External,Failed,1,583.76,32
1920,2021-01-26,Production Technician I,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1948-03-08,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-09-23,2,5,3,2023-04-04,Customer Service,Internal,Failed,3,646.65,73
1921,2021-09-06,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,1994-07-27,MA,Male,Other,Married,Fully Meets,3,2023-01-02,3,2,5,2023-05-28,Technical Skills,External,Incomplete,2,813.17,27
1922,2020-07-29,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,1958-11-02,MA,Male,Asian,Divorced,Fully Meets,3,2023-04-29,1,1,3,2022-11-14,Technical Skills,External,Passed,3,636.38,62
1923,2023-03-31,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,1966-05-11,MA,Female,Other,Widowed,Fully Meets,3,2023-07-29,3,4,4,2022-11-17,Project Management,External,Failed,3,868.74,57
1924,2023-05-16,Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1994-11-29,MA,Female,Hispanic,Married,Fully Meets,3,2022-05-09,3,5,1,2023-07-14,Customer Service,External,Failed,4,250.41,29
1925,2023-04-29,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Splicing,1980-02-13,MA,Male,Other,Divorced,Fully Meets,3,2023-04-21,1,5,3,2023-05-12,Communication Skills,Internal,Completed,3,882.06,43
1926,2019-11-27,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,2000-02-01,MA,Male,Black,Single,Fully Meets,3,2022-08-20,3,4,2,2023-06-30,Leadership Development,Internal,Passed,1,350.88,19
1927,2022-11-03,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1976-06-04,MA,Male,Hispanic,Married,Fully Meets,3,2022-12-13,3,2,1,2023-02-23,Leadership Development,External,Completed,5,571.81,46
1928,2022-08-08,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,1983-03-17,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-08-24,4,5,5,2023-02-23,Communication Skills,Internal,Failed,3,900.89,39
1929,2023-07-27,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1988-03-03,MA,Female,Asian,Widowed,Fully Meets,3,2022-09-12,4,1,3,2023-08-04,Customer Service,Internal,Failed,3,312.56,35
1930,2023-07-15,Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,1986-08-26,MA,Female,Asian,Single,Fully Meets,3,2022-12-27,3,3,4,2023-06-30,Project Management,External,Incomplete,5,533.56,37
1931,2022-11-09,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Fielders,1999-12-22,MA,Female,White,Single,Fully Meets,3,2023-04-16,2,3,4,2023-05-14,Leadership Development,Internal,Failed,5,381.36,23
1932,2019-12-24,Sales Manager,BPC,Active,Full-Time,Zone A,Temporary,Sales,General - Sga,1977-08-16,MA,Male,Other,Widowed,Fully Meets,3,2023-01-17,5,5,2,2023-03-19,Customer Service,Internal,Failed,2,754.08,42
1933,2019-03-08,Sales Manager,NEL,Active,Contract,Zone C,Part-Time,Sales,Aerial,1989-01-11,VT,Female,Black,Widowed,Fully Meets,3,2023-05-24,2,4,5,2022-10-17,Customer Service,Internal,Incomplete,5,837.19,30
1934,2019-06-25,Sales Manager,WBL,Terminated,Contract,Zone B,Full-Time,Sales,General - Eng,1991-09-29,PA,Female,Other,Widowed,Fully Meets,3,2022-08-25,2,5,2,2023-05-08,Leadership Development,External,Incomplete,2,993.7,28
1935,2019-01-03,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Sales,Yard (Material Handling),1974-01-12,MA,Male,Hispanic,Divorced,Fully Meets,3,2023-04-20,5,1,4,2022-09-16,Customer Service,Internal,Completed,2,505.4,45
1936,2023-02-02,Production Technician II,BPC,Active,Full-Time,Zone B,Part-Time,Sales,Field Operations,1991-05-26,PA,Female,Hispanic,Widowed,Fully Meets,3,2022-11-10,3,3,5,2022-08-21,Leadership Development,External,Failed,5,567.55,32
1937,2022-03-30,Production Technician II,CCDR,Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,1957-03-25,PA,Female,Asian,Single,Fully Meets,3,2022-11-08,4,5,4,2023-05-08,Leadership Development,External,Completed,4,774.74,65
1938,2020-03-23,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Splicing,1957-03-18,MA,Female,Other,Single,Fully Meets,3,2022-09-15,1,4,3,2022-08-24,Communication Skills,External,Passed,5,316.61,63
1939,2019-06-06,Production Technician II,PYZ,Active,Contract,Zone C,Temporary,Sales,Field Operations,1942-05-03,PA,Female,Asian,Married,Fully Meets,3,2023-06-13,4,5,3,2022-10-27,Communication Skills,External,Completed,3,531.73,77
1940,2023-05-28,Production Technician II,TNS,Active,Contract,Zone A,Temporary,Sales,Engineers,1942-07-08,MA,Female,Asian,Widowed,Fully Meets,3,2022-08-20,3,4,5,2023-01-16,Communication Skills,External,Failed,2,342.26,81
1941,2021-02-03,Production Technician II,PYZ,Active,Contract,Zone A,Part-Time,Sales,Engineers,1941-06-10,PA,Female,Hispanic,Widowed,Fully Meets,3,2022-09-16,3,5,4,2023-02-04,Leadership Development,External,Failed,3,158.79,80
1942,2019-07-30,Production Technician II,TNS,Terminated,Part-Time,Zone A,Part-Time,Sales,Wireline Construction,1964-11-02,MA,Female,Other,Widowed,Fully Meets,3,2022-08-11,2,4,2,2023-04-15,Customer Service,Internal,Completed,3,250.51,55
1943,2022-05-08,Production Technician II,PYZ,Terminated,Contract,Zone A,Part-Time,Sales,Shop (Fleet),1956-03-23,PA,Female,White,Widowed,Fully Meets,3,2022-09-22,5,5,4,2023-05-13,Technical Skills,Internal,Passed,3,453.4,66
1944,2020-05-12,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,1963-08-20,PA,Female,Asian,Married,Fully Meets,3,2022-12-12,1,4,1,2022-10-26,Technical Skills,External,Completed,5,742.31,57
1945,2019-03-28,Sales Manager,TNS,Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,1977-02-17,MA,Female,White,Married,Fully Meets,3,2023-10-02,1,3,4,2023-01-12,Customer Service,External,Passed,5,341.94,42
1946,2019-07-22,Production Technician II,WBL,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,1956-07-22,PA,Female,Other,Widowed,Fully Meets,3,2023-05-01,3,5,1,2022-08-30,Customer Service,Internal,Completed,1,967.18,63
1947,2020-09-17,Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,General - Sga,1982-07-21,PA,Female,White,Single,Fully Meets,3,2023-06-28,1,3,3,2022-11-14,Communication Skills,External,Failed,3,147.4,38
1948,2022-07-02,Production Technician II,TNS,Terminated,Part-Time,Zone B,Temporary,Sales,Splicing,1963-08-12,PA,Female,Black,Married,Fully Meets,3,2023-03-16,2,1,5,2023-05-23,Project Management,External,Failed,4,884.26,59
